venta_id,fecha,departamento_id,linea_negocio,ingresos,costo,meta_ingresos
V002142,2024-07-29,1,B2B,8227.75,4762.85,7942.04
V002143,2025-08-26,3,B2C,9535.09,7999.09,10835.54
V002144,2025-03-30,4,Canal Digital,6930.5,5297.89,6377.71
V002145,2025-02-25,1,Canal Digital,9241.41,5979.3,10582.45
V002146,2025-06-21,1,B2B,5617.37,3658.61,5870.82
V002147,2025-06-03,1,Canal Digital,5826.94,3570.06,6581.44
V002148,2024-01-06,1,Partners,3514.41,2304.73,3880.87
V002149,2025-04-23,5,B2B,9785.72,5764.98,9322.31
V002150,2024-11-30,3,B2B,4709.69,3706.62,5559.77
V002151,2025-03-19,1,B2B,7081.77,5390.93,6954.47
V002152,2025-05-12,2,B2B,2694.17,1897.5,2639.24
V002153,2025-12-08,2,Partners,7221.61,5800.0,7193.53
V002154,2025-01-25,4,Partners,3258.64,2671.06,3741.17
V002155,2024-07-05,3,B2B,2663.92,1838.8,3049.04
V002156,2025-10-07,2,B2B,6561.2,3834.59,7396.63
V002157,2025-03-14,5,Canal Digital,5740.92,4852.53,5330.88
V002158,2025-10-22,2,Partners,8639.47,5931.37,8321.56
V002159,2024-06-06,4,B2B,5501.3,4352.44,6276.95
V002160,2025-07-06,3,Canal Digital,3261.58,2697.88,3454.28
V002161,2025-05-22,1,B2B,4443.24,2898.28,5064.51
V002162,2024-10-24,3,B2C,7082.06,4000.15,7638.0
V002163,2024-03-20,4,Partners,6471.95,4280.41,6635.95
V002164,2024-05-07,3,B2B,8250.1,5206.84,9210.65
V002165,2025-03-17,3,Canal Digital,12775.18,7591.42,14744.68
V002166,2025-02-02,2,B2B,3972.82,2910.68,4437.97
V002167,2024-10-21,1,B2B,1887.86,1341.46,2078.11
V002168,2025-09-04,4,B2C,8583.33,6131.19,8911.7
V002169,2025-03-09,1,Canal Digital,5134.79,4178.23,5161.62
V002170,2024-11-19,3,Canal Digital,5968.19,3725.16,6817.66
V002171,2024-12-03,1,B2B,6161.66,3984.66,6944.52
V002172,2025-11-13,2,B2C,4493.31,2853.83,4606.84
V002173,2024-06-14,1,B2B,2421.58,1774.95,2559.5
V002174,2025-06-19,1,Canal Digital,4495.65,2531.36,4531.38
V002175,2025-09-13,1,B2C,7666.8,4477.87,7556.94
V002176,2025-08-04,1,Canal Digital,3196.18,2029.91,3494.32
V002177,2025-05-09,3,B2C,9826.47,7058.49,9724.84
V002178,2025-06-12,1,B2B,3501.94,2693.09,3291.38
V002179,2024-09-19,4,B2B,12580.95,9244.68,14058.6
V002180,2024-11-09,3,B2B,3124.91,2497.96,3296.36
V002181,2025-06-23,1,Partners,3975.95,2816.91,4560.35
V002182,2025-06-01,1,Partners,5828.95,4867.77,6388.84
V002183,2025-05-02,1,B2B,6460.08,5265.76,6423.27
V002184,2024-10-12,3,B2B,3385.92,1935.41,3330.76
V002185,2024-12-02,1,B2C,3808.94,3147.49,3515.1
V002186,2025-09-28,1,B2C,2673.26,1558.66,2534.58
V002187,2024-03-02,1,B2C,15060.94,9114.38,18009.1
V002188,2024-03-13,5,Partners,9237.6,7631.61,9908.37
V002189,2024-03-22,1,B2C,3639.94,2277.76,4274.38
V002190,2025-04-01,2,B2B,4676.3,3540.68,5118.23
V002191,2025-05-11,4,B2C,4506.79,3360.06,4206.24
V002192,2025-03-01,4,Partners,3617.72,2207.55,3607.1
V002193,2024-04-27,4,B2B,5956.35,3843.8,5894.1
V002194,2024-04-26,4,B2B,6508.63,3968.0,7137.65
V002195,2025-06-14,2,B2C,6609.67,4733.25,6606.81
V002196,2024-02-03,3,B2B,3720.29,2420.93,4041.1
V002197,2024-10-22,2,B2C,4151.37,2858.35,4188.63
V002198,2025-10-05,1,Canal Digital,4812.39,2838.23,5456.94
V002199,2024-09-29,4,B2C,7093.4,4406.31,7846.32
V002200,2025-01-13,4,B2C,5461.01,3538.04,6277.17
